date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview
53:04.0,35.74185754,51.5363818,6,1381.329,,0,,27,36
53:05.0,35.74185754,51.5363818,6,1381.252,,0,,26,36
53:06.0,35.74187686,51.53638524,6,1381.292,,1.522,9,27,36
53:07.0,35.74190556,51.53638728,6,1381.074,,3.086,9,23,37
53:08.0,35.74194007,51.53639456,6,1381.423,,3.844,10,27,37
53:09.0,35.74198032,51.53640214,6,1381.53,,4.196,10,29,37
53:10.0,35.74201809,51.53641026,4,1381.597,,4.158,9,29,37
53:11.0,35.74205568,51.53641795,4,1381.744,,4.219,9,31,36
53:12.0,35.74209251,51.53642515,4,1381.845,,4.066,9,29,36
53:13.0,35.74211728,51.53643133,4,1382.087,,2.685,10,30,36
53:14.0,35.74213893,51.53643584,6,1382.554,,1.679,10,29,36
53:15.0,35.74215393,51.53643768,6,1382.887,,1.845,11,28,36
53:16.0,35.74217291,51.53644124,6,1382.876,,2.681,11,31,37
53:17.0,35.74220428,51.53644121,6,1382.837,,3.01,11,29,36
53:18.0,35.7422306,51.53644418,6,1382.949,,2.925,12,29,36
53:19.0,35.74225559,51.53644705,6,1382.88,,1.463,13,31,36
53:20.0,35.74226533,51.53644486,6,1383.071,,0.9,6,27,36
53:21.0,35.74227485,51.5364436,6,1382.98,,0.718,5,25,36
53:22.0,35.74227931,51.53644635,6,1382.975,,0.744,4,27,36
53:23.0,35.742295,51.53644399,6,1382.913,,1.677,350,28,36
53:24.0,35.74230931,51.5364431,6,1383.343,,1.505,339,30,36
53:25.0,35.7423222,51.53641908,6,1383.578,,2.731,295,28,36
53:26.0,35.7423256,51.53637996,4,1383.326,,3.499,272,29,36
53:27.0,35.74232608,51.53634472,4,1383.446,,4.445,270,26,36
53:28.0,35.74232691,51.53629583,4,1383.334,,6.259,277,24,37
53:29.0,35.74233148,51.53622353,4,1382.464,,6.467,275,21,36
53:30.0,35.74234308,51.53614716,6,1382.643,,6.629,275,24,37
53:31.0,35.74235043,51.53607266,6,1382.449,,6.722,282,20,37
53:32.0,35.74236552,51.5359915,6,1382.345,,7.619,281,20,37
53:33.0,35.7423798,51.53588531,6,1382.473,,9.069,279,24,37
53:34.0,35.7423937,51.53577466,6,1382.461,,9.839,279,21,37
53:35.0,35.74240816,51.53566092,6,1382.471,,10.199,279,22,36
53:36.0,35.74242474,51.53554565,6,1382.331,,10.188,279,22,37
53:37.0,35.74243857,51.53543971,6,1381.577,,9.297,279,21,36
53:38.0,35.74244981,51.53534053,8,1381.313,,8.672,278,18,36
53:39.0,35.74246217,51.5352416,6,1380.911,,8.603,279,21,35
53:40.0,35.74247629,51.53514324,6,1380.748,,8.804,279,22,35
53:41.0,35.74249161,51.53504243,6,1380.701,,8.644,279,18,35
53:42.0,35.7425076,51.53493487,6,1380.645,,9.104,279,20,37
53:43.0,35.74252081,51.53482862,6,1380.692,,9.41,278,16,37
53:44.0,35.74253647,51.5347296,6,1380.733,,8.5,279,15,37
53:45.0,35.74255037,51.53464795,6,1380.805,,7.491,280,18,37
53:46.0,35.74256316,51.53457615,6,1381.039,,6.611,278,18,37
53:47.0,35.74257447,51.53451177,6,1380.978,,5.875,278,23,37
53:48.0,35.74258528,51.53445026,6,1380.901,,5.103,278,23,36
53:49.0,35.74259902,51.53439207,8,1380.566,,4.511,280,26,36
53:50.0,35.74260878,51.53433807,6,1380.249,,2.634,281,22,37
53:51.0,35.74261723,51.53430475,8,1380.228,,2.414,282,28,37
53:52.0,35.74262517,51.53427461,6,1379.664,,1.895,281,27,36
53:53.0,35.74263054,51.53424954,6,1378.686,,1.721,281,27,37
53:54.0,35.74263438,51.53423744,6,1377.806,,1.113,279,25,36
53:55.0,35.7426378,51.53421874,6,1377.758,,0.89,282,28,35
53:56.0,35.74263799,51.53421188,6,1377.757,,0.584,284,26,35
